HAI_1_DOPC,HAI_1_ELIGCASES,HAI_1_NUMERATOR,HAI_1_SIR_Score,HAI_2_DOPC,HAI_2_ELIGCASES,HAI_2_NUMERATOR,HAI_2_SIR_Score,HAI_3_DOPC,HAI_3_ELIGCASES,HAI_3_NUMERATOR,HAI_3_SIR_Score,HAI_4_DOPC,HAI_4_ELIGCASES,HAI_4_NUMERATOR,HAI_4_SIR_Score,HAI_5_DOPC,HAI_5_ELIGCASES,HAI_5_NUMERATOR,HAI_5_SIR_Score,HAI_6_DOPC,HAI_6_ELIGCASES,HAI_6_NUMERATOR,HAI_6_SIR_Score,ZIP Code,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR,HAI_1_SIR_ComparedToNational_encode,HAI_2_SIR_ComparedToNational_encode,HAI_3_SIR_ComparedToNational_encode,HAI_4_SIR_ComparedToNational_encode,HAI_5_SIR_ComparedToNational_encode,HAI_6_SIR_ComparedToNational_encode
2218.0,1.899,0.0,0.0,2019.0,1.642,1.0,0.609,35.0,0.827,1.0,,41.0,0.34,0.0,,23341.0,1.262,1.0,0.792,19979.0,17.709,4.0,0.226,20110,91.0,90.0,90.0,84.0,73.0,86.0,80.0,87.0,81.0,84.0,46.0,75.0,44.0,75.0,88.0,0.0,0.0,,,0.0,1.0
5937.0,6.108,3.0,0.491,9019.0,11.209,4.0,0.357,222.0,6.11,3.0,0.491,236.0,2.171,1.0,0.461,77126.0,3.633,2.0,0.551,71838.0,53.072,28.0,0.528,23502,89.0,92.0,92.0,85.0,81.0,89.0,83.0,91.0,87.0,93.0,12.0,46.0,,47.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0
9499.0,8.859,4.0,0.452,8480.0,9.55,9.0,0.942,221.0,5.72,7.0,1.224,130.0,1.207,0.0,0.0,102633.0,6.171,5.0,0.81,100273.0,60.46,27.0,0.447,24153,85.0,91.0,89.0,82.0,76.0,87.0,81.0,88.0,75.0,89.0,81.0,96.0,71.0,90.0,94.0,0.0,0.0,0.0,0.0,0.0,1.0
10128.0,10.577,2.0,0.189,6953.0,8.626,6.0,0.696,386.0,9.738,10.0,1.027,294.0,2.362,7.0,2.964,106249.0,6.474,6.0,0.927,91915.0,62.874,33.0,0.525,22205,91.0,93.0,93.0,87.0,80.0,88.0,84.0,92.0,84.0,93.0,46.0,89.0,48.0,63.0,88.0,1.0,0.0,0.0,-1.0,0.0,1.0
13540.0,12.797,4.0,0.313,10356.0,11.764,22.0,1.87,280.0,7.725,4.0,0.518,262.0,2.46,7.0,2.846,103426.0,5.854,4.0,0.683,94171.0,47.982,10.0,0.208,23601,86.0,91.0,91.0,83.0,76.0,86.0,83.0,89.0,86.0,89.0,67.0,90.0,80.0,81.0,89.0,1.0,-1.0,0.0,-1.0,0.0,1.0
2352.0,1.872,0.0,0.0,4348.0,3.359,2.0,0.595,107.0,2.691,0.0,0.0,38.0,0.313,1.0,,28422.0,1.412,1.0,0.708,26491.0,14.799,6.0,0.405,24211,88.0,91.0,91.0,80.0,74.0,88.0,79.0,86.0,84.0,84.0,60.0,82.0,,81.0,89.0,0.0,0.0,0.0,,0.0,1.0
6151.0,6.285,0.0,0.0,8374.0,9.749,2.0,0.205,169.0,4.63,4.0,0.864,180.0,1.518,3.0,1.976,67542.0,5.0,2.0,0.4,67542.0,52.786,37.0,0.701,23454,86.0,91.0,90.0,85.0,80.0,88.0,83.0,88.0,83.0,89.0,17.0,52.0,,56.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0
15870.0,15.828,1.0,0.063,10077.0,10.267,7.0,0.682,325.0,8.422,4.0,0.475,350.0,2.816,1.0,0.355,117615.0,7.169,3.0,0.418,108175.0,70.31,9.0,0.128,23226,85.0,91.0,91.0,82.0,77.0,88.0,83.0,89.0,79.0,90.0,57.0,84.0,63.0,80.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0
1166.0,0.789,1.0,,1830.0,1.259,3.0,2.383,16.0,0.47,2.0,,47.0,0.467,0.0,,14461.0,0.551,2.0,,13793.0,6.491,2.0,0.308,24641,92.0,93.0,92.0,88.0,78.0,86.0,82.0,89.0,86.0,86.0,77.0,90.0,100.0,89.0,96.0,,0.0,,,,0.0
29863.0,35.302,12.0,0.34,20941.0,35.794,26.0,0.726,560.0,15.846,9.0,0.568,1595.0,12.41,6.0,0.483,262319.0,18.343,12.0,0.654,213213.0,172.339,87.0,0.505,22042,92.0,92.0,90.0,83.0,78.0,89.0,82.0,91.0,86.0,92.0,70.0,92.0,77.0,83.0,94.0,1.0,0.0,0.0,0.0,0.0,1.0
2563.0,1.751,1.0,0.571,3180.0,2.484,3.0,1.208,42.0,1.137,0.0,0.0,42.0,0.337,0.0,,30853.0,1.515,3.0,1.98,28940.0,16.407,10.0,0.609,23188,87.0,92.0,91.0,85.0,81.0,90.0,83.0,90.0,82.0,92.0,19.0,52.0,,67.0,38.0,0.0,0.0,0.0,,0.0,0.0
8199.0,6.512,3.0,0.461,9537.0,8.399,1.0,0.119,55.0,1.496,1.0,0.668,26.0,0.251,0.0,,54388.0,3.05,4.0,1.311,53650.0,38.256,9.0,0.235,23805,83.0,90.0,88.0,82.0,77.0,85.0,78.0,84.0,80.0,82.0,52.0,83.0,67.0,76.0,81.0,0.0,1.0,0.0,,0.0,1.0
8300.0,6.813,7.0,1.027,5937.0,5.176,4.0,0.773,270.0,6.899,6.0,0.87,75.0,0.687,2.0,,70982.0,3.535,8.0,2.263,67386.0,41.442,6.0,0.145,23116,85.0,92.0,91.0,87.0,77.0,89.0,82.0,89.0,75.0,89.0,53.0,79.0,67.0,79.0,80.0,0.0,0.0,0.0,,-1.0,1.0
3421.0,3.095,2.0,0.646,6224.0,6.174,2.0,0.324,76.0,1.891,1.0,0.529,60.0,0.511,0.0,,34042.0,2.768,3.0,1.084,32749.0,38.656,12.0,0.31,24541,82.0,88.0,89.0,78.0,70.0,84.0,76.0,80.0,79.0,75.0,61.0,85.0,,75.0,93.0,0.0,0.0,0.0,,0.0,1.0
4859.0,3.33,4.0,1.201,3464.0,2.509,6.0,2.391,98.0,2.365,0.0,0.0,104.0,0.861,0.0,,45726.0,1.778,0.0,0.0,42445.0,26.529,17.0,0.641,22911,87.0,92.0,92.0,82.0,82.0,89.0,83.0,90.0,85.0,92.0,35.0,75.0,27.0,68.0,74.0,0.0,0.0,0.0,,0.0,0.0
525.0,0.324,0.0,,511.0,0.267,0.0,,28.0,0.676,1.0,,,,,,6163.0,0.255,0.0,,6163.0,2.072,1.0,0.483,22560,92.0,95.0,94.0,89.0,80.0,89.0,83.0,89.0,87.0,89.0,72.0,95.0,45.0,83.0,97.0,,,,,,0.0
157.0,0.112,0.0,,382.0,0.223,0.0,,10.0,0.262,0.0,,3.0,0.02,0.0,,6204.0,0.16,0.0,,6204.0,1.819,0.0,0.0,24523,88.0,91.0,90.0,80.0,76.0,86.0,83.0,88.0,83.0,87.0,42.0,89.0,38.0,75.0,62.0,,,,,,0.0
310.0,0.233,0.0,,355.0,0.253,0.0,,4.0,0.082,0.0,,1.0,0.012,0.0,,5872.0,0.166,0.0,,5872.0,1.872,4.0,2.137,24151,93.0,92.0,94.0,87.0,77.0,87.0,82.0,89.0,82.0,88.0,27.0,68.0,,61.0,54.0,,,,,,0.0
2571.0,3.041,4.0,1.315,1182.0,1.48,1.0,0.676,,,,,,,,,,,,,,,,,23708,88.0,92.0,93.0,89.0,83.0,89.0,86.0,88.0,85.0,88.0,,,,,,0.0,0.0,,,,
852.0,0.535,1.0,,1521.0,1.056,0.0,0.0,32.0,0.895,1.0,,11.0,0.084,0.0,,14956.0,0.702,1.0,,14386.0,6.231,2.0,0.321,23901,84.0,92.0,91.0,83.0,74.0,85.0,80.0,87.0,81.0,85.0,33.0,80.0,38.0,69.0,49.0,,0.0,,,,0.0
208.0,0.133,0.0,,1226.0,0.844,0.0,,12.0,0.305,0.0,,,,,,5728.0,0.172,0.0,,5728.0,1.81,0.0,0.0,23851,85.0,91.0,91.0,82.0,75.0,86.0,79.0,85.0,83.0,83.0,57.0,74.0,,86.0,97.0,,,,,,0.0
7242.0,7.448,2.0,0.269,4007.0,4.93,2.0,0.406,114.0,3.327,4.0,1.202,66.0,0.552,0.0,,39194.0,2.449,1.0,0.408,38066.0,40.606,6.0,0.148,23666,86.0,90.0,92.0,85.0,78.0,89.0,81.0,88.0,85.0,88.0,11.0,58.0,,46.0,19.0,1.0,0.0,0.0,,0.0,1.0
778.0,0.506,0.0,,560.0,0.365,1.0,,,,,,,,,,12775.0,0.329,0.0,,12775.0,4.484,0.0,0.0,23223,,,,,,,,,,,54.0,92.0,,73.0,86.0,,,,,,1.0
222.0,0.127,0.0,,533.0,0.261,0.0,,,,,,,,,,5882.0,0.245,1.0,,5882.0,1.874,0.0,0.0,23847,89.0,88.0,93.0,75.0,74.0,83.0,81.0,81.0,87.0,74.0,67.0,88.0,,84.0,93.0,,,,,,0.0
1138.0,0.689,0.0,,2991.0,1.529,1.0,0.654,20.0,0.495,0.0,,35.0,0.275,1.0,,16678.0,0.613,0.0,,16292.0,11.366,3.0,0.264,23970,91.0,92.0,92.0,84.0,75.0,84.0,81.0,87.0,86.0,87.0,44.0,100.0,,62.0,65.0,,0.0,,,,1.0
2411.0,1.75,2.0,1.143,2911.0,2.015,1.0,0.496,168.0,4.542,5.0,1.101,53.0,0.469,1.0,,42720.0,1.71,1.0,0.585,36982.0,23.639,6.0,0.254,22033,91.0,92.0,93.0,86.0,79.0,90.0,84.0,91.0,84.0,92.0,84.0,95.0,90.0,90.0,99.0,0.0,0.0,0.0,,0.0,1.0
2874.0,2.352,1.0,0.425,3483.0,2.684,4.0,1.49,143.0,3.578,0.0,0.0,70.0,0.549,0.0,,55724.0,2.095,1.0,0.477,46679.0,30.226,5.0,0.165,20190,89.0,91.0,90.0,82.0,78.0,86.0,81.0,88.0,81.0,90.0,83.0,94.0,97.0,92.0,96.0,0.0,0.0,1.0,,0.0,1.0
1038.0,0.945,1.0,,1115.0,1.125,1.0,0.889,44.0,1.081,1.0,0.925,59.0,0.578,0.0,,17747.0,1.065,0.0,0.0,16548.0,10.792,6.0,0.556,24060,87.0,92.0,92.0,85.0,81.0,89.0,82.0,89.0,81.0,90.0,73.0,95.0,93.0,81.0,94.0,,0.0,0.0,,0.0,0.0
248.0,0.156,0.0,,1864.0,1.018,0.0,0.0,21.0,0.509,0.0,,37.0,0.332,1.0,,7478.0,0.232,0.0,,7086.0,5.078,4.0,0.788,24382,87.0,92.0,92.0,83.0,79.0,88.0,82.0,84.0,81.0,82.0,73.0,84.0,,92.0,96.0,,0.0,,,,0.0
14913.0,15.579,15.0,0.963,8838.0,11.587,6.0,0.518,357.0,9.615,7.0,0.728,690.0,5.826,6.0,1.03,168917.0,11.952,4.0,0.335,155412.0,105.974,46.0,0.434,23235,83.0,91.0,90.0,82.0,77.0,86.0,81.0,88.0,80.0,88.0,74.0,89.0,77.0,88.0,96.0,0.0,0.0,0.0,0.0,1.0,1.0
3733.0,2.622,3.0,1.144,4305.0,2.966,3.0,1.011,63.0,1.701,4.0,2.352,111.0,0.856,4.0,,45285.0,1.506,2.0,1.328,41603.0,24.812,7.0,0.282,22191,89.0,89.0,90.0,81.0,78.0,86.0,80.0,86.0,80.0,85.0,36.0,71.0,32.0,69.0,77.0,0.0,0.0,0.0,,0.0,1.0
454.0,0.372,0.0,,1290.0,1.001,3.0,2.997,2.0,0.047,0.0,,11.0,0.111,0.0,,4384.0,0.097,0.0,,4384.0,1.543,1.0,0.648,24219,90.0,91.0,93.0,91.0,81.0,83.0,80.0,89.0,86.0,87.0,63.0,83.0,62.0,79.0,99.0,,0.0,,,,0.0
324.0,0.208,0.0,,1931.0,1.0,0.0,0.0,12.0,0.326,3.0,,17.0,0.146,0.0,,11083.0,0.533,0.0,,10458.0,4.839,3.0,0.62,24333,87.0,90.0,87.0,83.0,75.0,88.0,77.0,81.0,79.0,77.0,73.0,92.0,85.0,85.0,96.0,,0.0,,,,0.0
693.0,0.423,0.0,,728.0,0.398,1.0,,7.0,0.17,0.0,,,,,,5275.0,0.251,0.0,,5275.0,4.236,0.0,0.0,24301,90.0,94.0,91.0,88.0,75.0,86.0,82.0,90.0,84.0,89.0,81.0,91.0,89.0,93.0,98.0,,,,,,1.0
11158.0,9.301,6.0,0.645,8681.0,7.966,3.0,0.377,308.0,7.933,2.0,0.252,612.0,4.82,8.0,1.66,114287.0,7.002,4.0,0.571,97407.0,66.886,37.0,0.553,23229,88.0,90.0,91.0,86.0,81.0,86.0,82.0,89.0,81.0,90.0,81.0,93.0,92.0,91.0,95.0,0.0,0.0,1.0,0.0,0.0,1.0
6461.0,4.813,8.0,1.662,4927.0,3.455,5.0,1.447,89.0,2.522,0.0,0.0,115.0,0.978,0.0,,60481.0,2.497,2.0,0.801,52276.0,34.611,14.0,0.404,23456,88.0,92.0,90.0,86.0,78.0,89.0,84.0,90.0,86.0,91.0,21.0,58.0,,59.0,47.0,0.0,0.0,0.0,,0.0,1.0
6411.0,6.658,0.0,0.0,9458.0,11.676,12.0,1.028,275.0,6.891,0.0,0.0,723.0,5.999,3.0,0.5,80466.0,4.579,2.0,0.437,72111.0,60.372,38.0,0.629,23320,82.0,90.0,91.0,82.0,74.0,85.0,79.0,86.0,81.0,85.0,55.0,81.0,85.0,87.0,75.0,1.0,0.0,1.0,0.0,0.0,1.0
1288.0,1.338,1.0,0.747,1525.0,1.958,1.0,0.511,15.0,0.377,0.0,,7.0,0.073,0.0,,22347.0,1.202,0.0,0.0,22347.0,13.626,3.0,0.22,22306,90.0,93.0,93.0,86.0,80.0,89.0,85.0,91.0,86.0,91.0,90.0,98.0,93.0,95.0,98.0,0.0,0.0,,,0.0,1.0
313.0,0.182,0.0,,378.0,0.205,0.0,,16.0,0.376,0.0,,,,,,5939.0,0.295,0.0,,5939.0,4.495,2.0,0.445,24457,87.0,93.0,89.0,90.0,84.0,89.0,82.0,88.0,84.0,86.0,90.0,100.0,,95.0,97.0,,,,,,0.0
61.0,0.038,0.0,,1901.0,0.951,0.0,,,,,,,,,,6849.0,0.329,0.0,,6849.0,2.936,1.0,0.341,24614,92.0,93.0,95.0,89.0,84.0,86.0,84.0,90.0,86.0,91.0,77.0,95.0,,88.0,94.0,,,,,,0.0
1474.0,0.904,0.0,,1248.0,0.641,2.0,,25.0,0.728,1.0,,6.0,0.051,0.0,,11266.0,0.395,0.0,,11266.0,4.002,1.0,0.25,23061,90.0,92.0,92.0,86.0,78.0,88.0,82.0,89.0,87.0,89.0,76.0,92.0,81.0,89.0,95.0,,,,,,0.0
4222.0,3.399,1.0,0.294,3845.0,3.085,4.0,1.297,120.0,3.175,2.0,0.63,114.0,0.917,0.0,,42551.0,1.59,0.0,0.0,36218.0,20.728,2.0,0.096,23114,84.0,92.0,92.0,84.0,77.0,88.0,82.0,90.0,83.0,91.0,58.0,77.0,72.0,85.0,88.0,0.0,0.0,0.0,,0.0,1.0
2115.0,1.426,2.0,1.403,1557.0,1.098,1.0,0.911,34.0,0.929,2.0,,92.0,0.816,3.0,,19219.0,0.466,0.0,,16623.0,8.118,6.0,0.739,22554,89.0,91.0,91.0,86.0,78.0,83.0,82.0,89.0,82.0,89.0,78.0,96.0,89.0,86.0,93.0,0.0,0.0,,,,0.0
1870.0,1.506,1.0,0.664,2052.0,1.625,1.0,0.615,56.0,1.557,0.0,0.0,53.0,0.445,0.0,,22291.0,0.919,2.0,,20804.0,12.21,8.0,0.655,22408,82.0,90.0,89.0,83.0,77.0,84.0,79.0,86.0,82.0,87.0,81.0,96.0,,88.0,97.0,0.0,0.0,0.0,,,0.0
923.0,0.564,0.0,,1107.0,0.566,0.0,,15.0,0.381,0.0,,16.0,0.131,0.0,,6566.0,0.232,0.0,,6566.0,2.378,1.0,0.421,23185,88.0,92.0,93.0,83.0,78.0,85.0,82.0,91.0,87.0,91.0,85.0,100.0,,86.0,100.0,,,,,,0.0
782.0,0.557,0.0,,675.0,0.39,0.0,,60.0,1.484,2.0,1.348,75.0,0.656,1.0,,11093.0,0.528,0.0,,9122.0,4.412,0.0,0.0,20169,92.0,92.0,92.0,85.0,78.0,85.0,81.0,89.0,85.0,90.0,42.0,74.0,19.0,77.0,83.0,,,0.0,,,1.0
284.0,0.175,0.0,,383.0,0.197,0.0,,18.0,0.439,0.0,,20.0,0.136,0.0,,5590.0,0.105,0.0,,4256.0,1.371,0.0,0.0,20166,89.0,91.0,90.0,86.0,78.0,87.0,83.0,89.0,82.0,89.0,94.0,97.0,100.0,99.0,96.0,,,,,,0.0
329.0,0.089,0.0,,291.0,0.19,0.0,,3.0,0.059,0.0,,,,,,4454.0,0.092,0.0,,4454.0,1.775,3.0,1.69,24134,95.0,94.0,91.0,87.0,82.0,94.0,84.0,91.0,86.0,92.0,,,,,,,,,,,0.0
399.0,0.108,0.0,,721.0,0.471,0.0,,7.0,0.23,0.0,,6.0,0.046,0.0,,4446.0,0.092,0.0,,4446.0,1.736,2.0,1.152,24450,94.0,93.0,95.0,93.0,82.0,91.0,81.0,89.0,86.0,87.0,,,,,,,,,,,0.0
499.0,0.135,0.0,,748.0,0.488,1.0,,8.0,0.238,2.0,,3.0,0.021,0.0,,6279.0,0.131,0.0,,6279.0,2.851,1.0,0.351,22664,88.0,92.0,90.0,86.0,80.0,88.0,81.0,88.0,82.0,86.0,,,,,,,,,,,0.0
399.0,0.109,0.0,,421.0,0.276,0.0,,,,,,,,,,3114.0,0.065,0.0,,3114.0,1.111,2.0,1.8,22835,,,,,,,,,,,,,,,,,,,,,0.0
276.0,0.075,0.0,,266.0,0.568,0.0,,,,,,,,,,4170.0,0.087,0.0,,4170.0,1.179,0.0,0.0,22482,86.0,89.0,93.0,85.0,80.0,90.0,81.0,83.0,75.0,83.0,74.0,93.0,,86.0,92.0,,,,,,0.0
6304.0,5.273,2.0,0.379,6582.0,5.988,6.0,1.002,107.0,2.796,0.0,0.0,29.0,0.242,0.0,,40946.0,2.114,4.0,1.892,38859.0,24.723,17.0,0.688,98133,87.0,92.0,92.0,86.0,80.0,89.0,83.0,89.0,77.0,91.0,82.0,97.0,100.0,85.0,98.0,0.0,0.0,0.0,,0.0,0.0
2904.0,1.774,0.0,0.0,3792.0,2.162,3.0,1.388,53.0,1.355,0.0,0.0,89.0,0.804,0.0,,22660.0,0.686,0.0,,21320.0,10.217,4.0,0.392,99362,91.0,93.0,93.0,85.0,80.0,89.0,82.0,89.0,81.0,91.0,69.0,100.0,,97.0,69.0,0.0,0.0,0.0,,,1.0
6196.0,4.797,9.0,1.876,5880.0,4.581,5.0,1.091,77.0,1.798,2.0,1.112,28.0,0.198,0.0,,40051.0,1.919,1.0,0.521,38558.0,20.549,25.0,1.217,98274,89.0,92.0,91.0,86.0,76.0,87.0,80.0,87.0,77.0,86.0,49.0,77.0,77.0,88.0,65.0,0.0,0.0,0.0,,0.0,0.0
11230.0,9.915,2.0,0.202,9373.0,9.32,2.0,0.215,275.0,6.74,2.0,0.297,224.0,1.548,2.0,1.292,67146.0,5.875,1.0,0.17,67146.0,39.563,19.0,0.48,98101,87.0,94.0,94.0,88.0,81.0,91.0,85.0,93.0,79.0,94.0,54.0,76.0,,84.0,79.0,1.0,1.0,1.0,0.0,1.0,1.0
690.0,0.412,0.0,,1508.0,0.755,0.0,,30.0,0.71,0.0,,34.0,0.228,1.0,,9589.0,0.202,0.0,,9058.0,5.192,2.0,0.385,98221,92.0,93.0,92.0,90.0,82.0,89.0,83.0,91.0,85.0,93.0,64.0,85.0,,75.0,100.0,,,,,,0.0
25781.0,28.035,16.0,0.571,15318.0,19.349,20.0,1.034,311.0,8.541,10.0,1.171,188.0,1.529,1.0,0.654,132219.0,11.391,6.0,0.527,117819.0,88.398,79.0,0.894,98195,89.0,94.0,93.0,86.0,84.0,91.0,86.0,93.0,85.0,95.0,48.0,69.0,74.0,80.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0
3339.0,3.05,1.0,0.328,3004.0,3.181,6.0,1.886,82.0,2.004,0.0,0.0,45.0,0.338,0.0,,32051.0,2.13,3.0,1.408,30563.0,17.499,6.0,0.343,98166,82.0,90.0,91.0,80.0,74.0,85.0,78.0,85.0,72.0,82.0,50.0,80.0,57.0,72.0,84.0,0.0,0.0,0.0,,0.0,1.0
20365.0,20.981,7.0,0.334,17079.0,21.697,14.0,0.645,289.0,7.743,5.0,0.646,580.0,4.602,1.0,0.217,166583.0,15.332,2.0,0.13,157820.0,76.951,29.0,0.377,98201,86.0,92.0,91.0,84.0,80.0,89.0,82.0,89.0,78.0,89.0,93.0,100.0,100.0,95.0,94.0,1.0,0.0,0.0,0.0,1.0,1.0
3159.0,2.622,1.0,0.381,3164.0,2.542,0.0,0.0,72.0,1.929,0.0,0.0,13.0,0.102,0.0,,23279.0,1.218,1.0,0.821,21896.0,12.586,3.0,0.238,98001,82.0,88.0,90.0,77.0,73.0,85.0,78.0,83.0,72.0,81.0,53.0,83.0,67.0,74.0,91.0,0.0,0.0,0.0,,0.0,1.0
6344.0,4.334,3.0,0.692,7018.0,4.894,1.0,0.204,161.0,3.958,2.0,0.505,109.0,0.828,2.0,,50606.0,1.98,1.0,0.505,47665.0,32.4,31.0,0.957,98807,90.0,92.0,93.0,87.0,81.0,90.0,83.0,91.0,82.0,93.0,,,,,,0.0,0.0,0.0,,0.0,0.0
1745.0,1.19,0.0,0.0,3038.0,2.15,3.0,1.395,40.0,1.102,0.0,0.0,47.0,0.413,0.0,,32604.0,0.753,0.0,,31555.0,12.72,1.0,0.079,98531,85.0,93.0,92.0,87.0,82.0,89.0,82.0,88.0,78.0,86.0,39.0,75.0,,71.0,57.0,0.0,0.0,0.0,,,1.0
2871.0,2.691,0.0,0.0,3190.0,3.258,0.0,0.0,13.0,0.348,0.0,,8.0,0.064,0.0,,34951.0,2.279,2.0,0.878,34951.0,21.887,13.0,0.594,98499,81.0,89.0,87.0,81.0,73.0,85.0,79.0,84.0,70.0,82.0,58.0,90.0,45.0,83.0,77.0,0.0,1.0,,,0.0,1.0
17082.0,15.93,9.0,0.565,13665.0,13.656,22.0,1.611,250.0,6.654,4.0,0.601,280.0,2.426,0.0,0.0,112830.0,6.757,8.0,1.184,107572.0,63.372,18.0,0.284,98506,85.0,92.0,92.0,85.0,78.0,87.0,81.0,89.0,77.0,90.0,47.0,80.0,69.0,69.0,83.0,0.0,-1.0,0.0,0.0,0.0,1.0
11022.0,9.153,6.0,0.656,7283.0,9.701,8.0,0.825,2.0,0.054,0.0,,,,,,53266.0,4.567,1.0,0.219,53266.0,22.686,1.0,0.044,98122,86.0,92.0,93.0,83.0,76.0,86.0,82.0,90.0,75.0,92.0,41.0,74.0,77.0,80.0,74.0,0.0,0.0,,,0.0,1.0
3939.0,2.724,1.0,0.367,3768.0,2.627,2.0,0.761,136.0,3.242,0.0,0.0,84.0,0.67,0.0,,49714.0,2.611,1.0,0.383,46758.0,21.119,6.0,0.284,98026,81.0,88.0,89.0,78.0,74.0,84.0,78.0,83.0,71.0,81.0,39.0,85.0,61.0,63.0,70.0,0.0,0.0,1.0,,0.0,1.0
24819.0,23.696,10.0,0.422,14243.0,13.759,8.0,0.581,519.0,13.115,15.0,1.144,733.0,5.317,12.0,2.257,182330.0,9.908,6.0,0.606,152647.0,72.579,23.0,0.317,98122,83.0,91.0,92.0,83.0,79.0,87.0,81.0,89.0,79.0,90.0,52.0,85.0,,75.0,73.0,1.0,0.0,0.0,-1.0,0.0,1.0
10098.0,7.925,0.0,0.0,6533.0,5.594,6.0,1.073,245.0,6.037,5.0,0.828,178.0,1.381,0.0,0.0,64876.0,3.543,3.0,0.847,59017.0,36.375,19.0,0.522,98225,85.0,93.0,92.0,85.0,78.0,90.0,82.0,89.0,77.0,90.0,39.0,66.0,50.0,75.0,73.0,1.0,0.0,0.0,0.0,0.0,1.0
2186.0,1.335,0.0,0.0,3551.0,1.799,1.0,0.556,18.0,0.415,1.0,,6.0,0.061,0.0,,9557.0,0.501,0.0,,9557.0,5.882,3.0,0.51,98520,88.0,88.0,88.0,83.0,75.0,88.0,78.0,83.0,71.0,81.0,62.0,94.0,27.0,75.0,98.0,0.0,0.0,,,,0.0
443.0,0.257,0.0,,916.0,0.449,0.0,,23.0,0.686,2.0,,46.0,0.393,0.0,,10417.0,0.21,0.0,,9557.0,1.795,0.0,0.0,98837,89.0,91.0,90.0,85.0,76.0,88.0,80.0,86.0,81.0,84.0,55.0,86.0,,76.0,90.0,,,,,,0.0
3655.0,3.827,1.0,0.261,5242.0,6.613,0.0,0.0,98.0,2.576,4.0,1.553,39.0,0.315,0.0,,39693.0,2.04,2.0,0.98,39643.0,29.234,28.0,0.958,98902,85.0,88.0,90.0,81.0,74.0,87.0,79.0,84.0,74.0,86.0,46.0,91.0,19.0,81.0,73.0,0.0,1.0,0.0,,0.0,0.0
109.0,0.063,0.0,,308.0,0.167,0.0,,,,,,5.0,0.044,0.0,,4250.0,0.088,0.0,,4250.0,1.093,0.0,0.0,98948,88.0,92.0,88.0,84.0,85.0,86.0,80.0,88.0,81.0,85.0,44.0,96.0,,78.0,58.0,,,,,,0.0
6778.0,6.141,0.0,0.0,7984.0,7.971,14.0,1.756,185.0,4.335,1.0,0.231,86.0,0.643,0.0,,75669.0,5.48,3.0,0.547,71564.0,44.328,31.0,0.699,98310,83.0,91.0,91.0,84.0,75.0,87.0,80.0,84.0,70.0,83.0,43.0,76.0,61.0,72.0,74.0,1.0,0.0,0.0,,0.0,1.0
2959.0,2.042,2.0,0.979,3132.0,2.208,3.0,1.359,59.0,1.602,2.0,1.248,124.0,1.133,0.0,0.0,29410.0,1.532,2.0,1.305,27333.0,15.72,18.0,1.145,98632,88.0,92.0,91.0,83.0,81.0,88.0,80.0,86.0,81.0,83.0,41.0,77.0,,77.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
10354.0,9.724,2.0,0.206,9026.0,8.706,3.0,0.345,212.0,5.313,3.0,0.565,35.0,0.249,0.0,,52629.0,4.381,2.0,0.457,47003.0,30.314,10.0,0.33,99210,86.0,90.0,91.0,81.0,76.0,87.0,80.0,86.0,77.0,86.0,59.0,83.0,,84.0,79.0,1.0,1.0,0.0,,0.0,1.0
9515.0,9.005,4.0,0.444,7479.0,8.251,5.0,0.606,222.0,5.877,2.0,0.34,171.0,1.383,2.0,1.446,90850.0,6.614,5.0,0.756,85495.0,55.877,19.0,0.34,98668,88.0,92.0,92.0,82.0,78.0,88.0,81.0,88.0,79.0,88.0,53.0,77.0,64.0,84.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
8578.0,6.892,5.0,0.725,8198.0,6.918,8.0,1.156,273.0,6.355,5.0,0.787,492.0,3.461,0.0,0.0,80105.0,3.118,0.0,0.0,74964.0,45.855,12.0,0.262,98004,87.0,92.0,93.0,83.0,78.0,88.0,83.0,90.0,79.0,90.0,66.0,86.0,100.0,83.0,90.0,0.0,0.0,0.0,1.0,1.0,1.0
2813.0,1.869,2.0,1.07,3539.0,2.129,4.0,1.879,36.0,0.855,0.0,,8.0,0.064,0.0,,22080.0,0.807,2.0,,19794.0,8.376,9.0,1.074,99336,90.0,89.0,90.0,81.0,74.0,85.0,78.0,85.0,81.0,85.0,83.0,97.0,100.0,87.0,97.0,0.0,0.0,,,,0.0
